name,time,post,year,location,Person 1,Person 2,עמודה1
Eli Lachmani,14/05/2018 11:14,"מה דורש שינוי בעיר? על קצה המזלג בלבד אציין שבעירנו, שתקציבה מעל 1.7 מליארד ש""ח, נדרש לשנות סדרי העדיפויות. יש לבנות תקציב מאפס כאשר נדרש פחות תקציב לשכר ויותר תקציב פעולות ביעילות והקצאות המשאבים לרבות קרקעות ציבוריות לכלל התושבים ולא רק למגזר מסויים ו/או למקורבים. כאשר בנית התקציב צריכה להיות בתיעדוף לקידום החינוך והתרבות, התמקדות ביצירת תעשיית הייטייק בעיר בדרך של סיוע בכול דרך  לאותם מפעלים שיחליטו להגיע לאשדוד, עידוד וקידום התיירות בפעולות יזומות של הרשות העירונית, הקצאת תקציבים לפיתוח תעשייה ומסחר בעיר, הקצאות משאבים לרווחה לנזקקים, פעולות יזומות של החברות העירוניות לבנית דירות לצעירים ובנית דירות להשכרה, עידוד ויזום הקמת קבוצות צעירים ומחוסרי בית תושבי העיר לבניה משותפת להוזלת עלות הדירה.  כול זאת בדרך של לראות את התושב לא כפרה נחלבת אלא כלקוח שזכאי לשירות הטוב ביותר מהעירייה שנועדה לשרתו.  וכן, ניתן ואפשר לעשות זאת ולא בדרך של הכבדה בהעלאת הארנונה בכול שנה אלא בדרך של התייעלות המערכת וצמצום ב 20% מהוצאות וזאת מבלי לפגוע כלל באיכות השרות.  כול זאת עד היום לצערי לא נעשה.  לכן אנו עדים לבריחת הצעירים מהעיר, הזנחה של הרובעים הותיקים, בריחת מפעלים מהעיר,השתלטות מוחלטת של החרדים על כול השטחים הציבוריים, עלית הוצאות השכר של העיריה במאות מיליונים, הכבדה שנתית בארנונה על התושב, משחקים בנתונים לכסות כשלון בחינוך , כמעט אפס בתיירות, בזבוזי כספי ציבור בפעולות עקרות, פגיעה באיכות החיים של התושבים בגזילת פארקים וצמצום שטחים פתוחים לטובת קבלנים  וציפוף נוראי  של שכונות וראיית התושב כסרח עודף וגורם מכביד על אלה שבשלטון.",2018,Ashdod,TRUE,TRUE,
Eli Lachmani,13/05/2018 19:02,"ביום רביעי הקרוב בישיבת מועצת העיר שוב מחלקים שטחי ציבור לעסקנים החרדים ללא הבחנה. רוב רובן של הקרקעות מיועדות לעמותות חרדיות שאינן בכלל מאשדוד!!!  בתמונות המצורפות לפניכם אני מביא דוגמא להקצאות קרקע לעמותה חרדית שכל בעלי מניותיה אינם אשדודים אלא מבני ברק וירושלים!  היכן הקרקעות שאלתם? ברובע יא' וברובע יב' !! מדוע שקרקעות של העיר אשדוד יוקצו לעמותות מחוץ לעיר ?  חומר למחשבה שידהים אתכם:  כשהציבור הציוני-דתי מבקש לבנות בית כנסת, על מנת שיהיה להם בית תפילה ראוי,  הוא נדרש לגייס במשך שנים את כול עלויות הבניה, שקל לשקל מהמתפללים. לפעמים אפילו לא מצליחים לסיים את הבניה עקב מחסור בכספים...  שימו לב מנגד מה קורה כאשר נבנה בית כנסת במגזר החרדי; מגדירים את המבנה בתור ""כולל"" והפלא ופלא...עיריית אשדוד בקלות מפתיעה, באמצעות הכספים שלנו תושבי אשדוד, מממנת את מלוא עלות הבניה... את זה בכוונתי לשנות בעזרתכם ועבורכם! שלכם,  אלי לחמני",2018,Ashdod,TRUE,FALSE,disagreement
Eli Lachmani,12/05/2018 21:45,"האגם שהפך לשלולית לסרי הופך לבדיחה את החלטת התושבים להקמת אגם במרינה ב""מפגש העם"" אותו זימן לסרי. ""האגם"" הפך לשלולית בעומק 75 ס""מ ! ואנחנו, תושבי אשדוד, חשבנו על אגם שסירות ישוטו בו.... עוד חלום שנגוז בגלל לסרי.",2018,Ashdod,TRUE,TRUE,
Eli Lachmani,06/05/2018 16:49,"לאור שמועות המתפרסמות לגבי מועמדותי לראשות העיר,הרני להכריז  כי אני מתמודד לראשות העיר אשדוד!!!!!  חוזר ופונה ליתר המועמדים המבקשים להחליף את לסרי ורואים עצמם כנציגי הציבור הציוני, לשתף פעולה ולהתאחד ולקבוע את המועמד המוסכם שיבחר ביננו על פי 3 סקרים אובייקטיבים שיתבצעו תוך חודשיים מהיום.",2018,Ashdod,FALSE,FALSE,
Eli Lachmani,29/06/2018 12:57,"תנועה מנצחת חדשה-""אשדוד תנצח"" - נולדה באשדוד!  תושבי אשדוד, יש לי בשורה ענקית אליכם. תנועה חדשה נולדה היום באשדוד. תנועת ""אשדוד תנצח"" תתמודד בבחירות הקרובות למועצת העיר. התנועה שאני עומד בראשה ויחד איתה אתמודד על ראשות העיר.  זוהי בשורה ענקית לכל אלפי האשדודים המרגישים שגנבו להם את העיר,  זוהי בשורה פנטסטית לכל האשדודים שמחכים לשינוי הגדול ולרגע שבו העיר תשתחרר ותרוץ קדימה בכל הכוח.  זה הזמן של כולכם להצטרף אלינו לתנועה מנצחת, זה הרגע לתת לי כתף. אני היחיד שיכול לנצח את לסרי, לשנות, להוביל והכי חשוב להנהיג  את עירנו האהובה ולהחזיר אותה למסלול הנכון.  אז, קדימה לדרך עד לניצחון הגדול שיהיה ניצחון של כולנו! ניצחון של העיר אשדוד!  שלכם ד""ר אלי לחמני",2018,Ashdod,FALSE,FALSE,
Eli Lachmani,15/06/2018 18:31,ראש עיר זה משרת אמון. האמון שאתם נותנים בראש העיר אומר שאתם מאמינים שראש העיר רוצה לשרת אותכם ונמצא שם למענכם. באשדוד כבר עשר שנים התושבים משרתים את ראש העיר ולא להפך. כשאבחר על ידכם כראש העיר אדאג לשרת אתכם בנאמנות. על הפרק: מכתב שלי ללסרי עם הצעה לסדר במועצת העיר שנועד להטיב עם הסוחרים באזור א' המוזנח. אחד מהנושאים שאעשה כראש עיר הוא לטפל בהזנחה רבת השנים של האזורים הישנים ושל המרכזיים המסחריים הוותיקים. מלאכת שיקום העיר רבה. בעזרתכם נצליח - הצטרפו אלי. שבת שלום אלי לחמני,2018,Ashdod,TRUE,TRUE,
Eli Lachmani,09/06/2018 20:58,"שבוע טוב לכל תושבי אשדוד! בואו נדבר על פארק אשדוד-ים למי שייך הפארק ? האם הפארק שייך בכלל לתושבי העיר או רק לתושבי העיר (ותושבי החוץ) החרדים ? פארק אשדוד-ים, מהווה כבר שנים אטרקציה לציבור החרדי מכול הארץ. באמת שאין לי או לרוב תושבי אשדוד בעיה עם זה, אבל ברגע שהפארק ומתקניו סגורים בשבת המסר לתושבי אשדוד הלא חרדיים הוא פשוט: אתם לא רצויים בעיר שלכם. אלא אם כן אתם...נכון - חרדים.  השבוע עירית אשדוד החליטה שבמסגרת סגירתם של מתקני הפארק בשבת גם בית הקפה היחיד בפארק יהיה סגור בשבת. עוד כיבוש של העסקנים החרדים בעזרתו האדיבה של יחיאל לסרי.  חייבים חייבים להחזיר את העיר לכלל התושבים. העיר לא נועדה רק בשביל החרדים. בעזרתכם אהיה ראש העיר ואז אשדוד תשרת את כולכם! שלכם, אלי לחמני  מוזמנים לשתף",2018,Ashdod,TRUE,TRUE,
Eli Lachmani,31/07/2018 17:17,"תושבים יקרים, אני שמח לחשוף בפניכם את תכנית 100 הימים - תכנית פעולה לביצוע מידי לאחר הבחירות,  הכוללת חלקים מרכזיים מתוך מצע תנועת ""אשדוד תנצח"" עם לוחות זמנים מחייבים!  לא עוד מילים ריקות מתוכן, לא מצע ארוך ומשעמם, אני מציע לכם תכל'ס - תכנית פעולה ממוקדת עם לוחות זמנים שאני מבטיח לקיים ולהוציא לפועל.  אני מזמין אתכם לקרוא את התכנית ולגלות שלזה בדיוק פיללתם. התכנית הזו היא בול מה שאתם חולמים עליו ומאחלים לעצמכם ולעירנו האהובה, בכל התחומים.  אשמח לקבל  פידבק מכל אחת ואחד מכם כולל הערות, שאלות, הארות ואפילו מילה טובה על התכנית אשר תשנה, תשדרג ותקפיץ את אשדוד לגבהים שהיא וכולנו ראויים להם.  לצפייה בתכנית 100 הימים שלי, ליחצו כאן >>  http://bit.ly/2KcJgAP    אלי לחמני #אשדודתנצח",2018,Ashdod,FALSE,FALSE,
Eli Lachmani,30/07/2018 11:10,"תסתכלו על הסרטון הבא, שצולם אתמול בפארק אשדוד ים, אחד הפארקים היפים במדינה - כאשר מידי יום זוכים התושבים שלנו לכפייה דתית קיצונית המפריעה לתפעולו השוטף.  אתמול זה קרה שוב, כאשר סביב מדריכת הסלסה וצוותה התקבצו חרדים קיצוניים שצעקו לעברם: ""תסתלקו מפה מהר, אין לכם מה לעשות פה... אתם דוחים אותנו, אנחנו לא משרתים בצבא, אנחנו לא כמוכם, אתם אנשים זבלים... אנחנו בזים לכם"" ועוד כהנה וכהנה פנינים.  ראשית, אציין כי אני אנטי אלימות מילולית ופיזית כאחד. שנית, הסרטון הזה מדבר בדיוק על המלחמה שלנו, כנגד השתלטות החרדים הקיצוניים - אלו שאינם פועלים ב'חיה ותן לחיות' על כל חלקה ששייכת לכלל תושבי אשדוד.  היכן הביטוי 'בדרכי נועם'?? הסרטון הזה הוא רק דוגמה אחת למה שקורה בפארק אשדוד ים ואני זועק את זעקת התושבים שבסך הכל רוצים ליהנות מבילוי בפארק הזה - ונאלצים לחוות השפלה מגורמים חרדים קיצוניים.  כשאבחר - לא אתן לכך יד! יש כללי התנהגות ואלה יצטרכו ליישר עימנו קו.",2018,Ashdod,TRUE,FALSE,disagreement
Eli Lachmani,23/07/2018 14:41,"עכשיו זה רישמי!  שמחים להודיע על מינוי של עו""ד אופיר לסרי כמספר 2 בסיעת ""אשדוד תנצח"". את פעילותו הציבורית החל עו""ד לסרי עוד במסגרת לימודיו האקדמיים, כאשר נבחר למזכיר ארגון הסטודנטים בישראל.  הרזומה שלו ארוך ואיכותי לרבות: ייעוץ לראש העיר לענייני חברה וצעירים, ניהול בית יד לבנים באשדוד והפיכתו לאחד ממוסדות התרבות המובילים בעיר ובאזור.   מספר שנים לאחר מכן מונה לסרי על ידי ראש העיר דאז, צבי צילקר לראש לשכתו, ובכך, שבר שיא, כאשר בגיל 28, היה לראש לשכת ראש העיר הצעיר ביותר בשלטון המקומי (מבין 10 הערים הגדולות במדינה) ויש אומרים מטובי ראשי הלשכה שעברו בקומה החמישית.  עו""ד אופיר לסרי איתנו - והחיבור הזה מבחינתנו הוא חיבור מנצח! #אשדודתנצח",2018,Ashdod,FALSE,FALSE,
Eli Lachmani,21/07/2018 20:42,"שבוע טוב,  ראשית, אביע את צערי העמוק על נפילתו בקרב של אביב לוי ז""ל בגבול עזה. אני משתתף בצער המשפחה ושולח את תנחומיי המלאים מכאן אליהם. מי ייתן שלא יידעו עוד צער ואובדנם יהיה האחרון במלחמתנו על זכותנו לחיות בארץ המובטחת.  אנו חווים שנאה יוקדת מצד שכנינו הערבים בגבולותינו ולכן חלה עלינו על אחת כמה וכמה החובה לשמור על אחדות בתוכנו, בתוך עם ישראל.  ""ואהבת לרעך כמוך"", אמר רבי עקיבא וזה כלל גדול מאד בתורה. על כל אחת ואחד מאיתנו מוטלת החובה להיות שליח טוב לאנשים שסביבנו. איך עושים זאת? על ידי מילה טובה, הערכה, חיוך, מאור פנים, דיבור מרומם, כמה פשוט - כך קל.  ערב תשעה באב, חורבן הבית שאירע בשל שנאת חינם בין איש לרעהו, שנאה שהובילה את עם ישראל לגלות נוראית בת אלפיים שנה, בסופה זכינו שוב להקים את ביתנו במולדת הנצחית של העם היהודי, ארץ ישראל. מאז, רבותינו מזהירים אותנו שוב ושוב על כך, מצווים ומבקשים מאיתנו כלקח מהחורבן להרבות באהבת חינם בין איש לרעהו - וזה מהדהד בראש.  לאחרונה, המחלוקת על דמותה וצביונה של אשדוד גלשה מגבולות העיר והפכה לשיח עיקרי במדינה. העיר אשדוד, היפה והטובה, מוזכרת בעיקר כרווית סכסוכים ותהום שנפערה בין קהילות.  כשאני חושב על מה שקרה בערים אחרות כדוגמת בית שמש וערד, כיצד הפכו לערים שיש בהן מחלוקות קשות ושנאה יוקדת בין קהילה לקהילה, אני מבין שחובתי כנבחר ציבור לעשות מעשה ולהביא לפיוס והבנה, לעצור את היריבות והמאבקים המרים האוכלים אט אט כל חלקה טובה במרקם החיים הנפלא שהקמנו כאן.  עם הצהרתי על התמודדות לראשות העיר כיו""ר סיעת 'אשדוד תנצח', ניסו כל מיני ""נשמות טובות"", לצייר את דמותי כאנטי דת - דבר שצבט לי בלב.  אני - שמגיע מבית שספוג ביהדות אוהבת ומחבקת, שמקיים בביתי שלי מידי שבת את הקידוש, ששומר על המסורת ועליה מחנך את ילדיי - אני אנטי דת? איך אני יכול לשנוא את הערכים עליהם גדלתי ומגדל את ילדי?  אני - שבמשך עשרות שנים מסייע לבתי הכנסת, לעמותות ולגופים ציבוריים דתיים באשדוד בחפץ לב ובנתינה, אני יכול להיות אנטי דת? יש לי חברים רבים מן המגזר הדתי והחרדי ויש בינינו כבוד הדדי והערכה אחד כלפי השני.  העובדה שאני בז לכפיה או לפעולות קיצוניות של אנשים כאלה ואחרים, מכל קהילה שהיא, לא יגרמו לי לשנוא לעולם, אלא רק לחפש את הצדק והמקום השווה בין כולנו.  עם כל הכבוד לפוליטיקה ולאלו שאוהבים לרכב על כותרות, מדובר כאן באנשים, בני אדם, צלם אנוש - עם מכנה משותף אחד: כולם בסופו של דבר רוצים לחיות בשלום ועל פי תפיסת עולמם. תפיסת חיי הינה 'חיה ותן לחיות' - זו אינה סיסמה אלא דרך חיים.  אני מייחל לימים טובים בהם נגשר על המחלוקות ומקווה שהמסר החשוב יגרום לכולנו לחשב מסלול מחדש ולפזר כמה שיותר אהבת חינם.  צום קל לצמים, שבוע טוב ושקט לכולם. אלי לחמני.",2018,Ashdod,FALSE,FALSE,
Eli Lachmani,19/07/2018 18:00,"הגיעה העת לשחרר את אשדוד וגם... את תוצאות הסקר.  שמח לעדכן כי לאחרונה בוצע סקר בסוגיית הבחירות באשדוד על ידי מכון סמית, אשר בחן את ההעדפות של תושבי אשדוד.  ""מי לדעתך הכי מתאים להיות ראש העיר אשדוד. ד""ר אלי לחמני או ד""ר יחיאל לסרי?"", נשאלו הנסקרים ו-32% מתושבי העיר הודיעו כי הם בוחרים בי. 32% נוספים עדיין לא החליט למי יתנו את קולם / אין להם דעה.  תוצאות אלו הן רעידת אדמה מבחינת מביני העניין בגזרה הציבורית והפוליטית. התשובות של התושבים היו כנות והן הבהירו לי חד משמעית כי למרות שהחלטתי רק לאחרונה להתמודד רשמית לראשות העיר עם סיעת ""אשדוד תנצח"" - תושבי אשדוד רוצים שינוי, דורשים שינוי ומייחלים לשינוי בניהול העיר.  אתם מאמינים בי ומאמינים שרק אני יכול להביא את המהפך הכי חשוב לעיר בעת הזו - והדבר הזה ממלא אותי בכוחות להמשיך ולעשות את המירב בכדי לשחרר את העיר אשדוד, למענכם, למען כולנו.  האמון שלכם אינו מובן מאליו! התמיכה שלכם, הטלפונים הרבים וההודעות הרבות, החיבוק החם והכמיהה שלכם לסייע לניצחון בבחירות האלה ולקחת חלק בבשורה שבוא תבוא - אלה לא מובנים מאליהם ולכן, אני רוצה לנצל את הבמה ולומר לכל אחת ואחד מכם תודה.  תודה שאתם חלק מהמהפכה, חלק מהתהליך שאנו עוברים בדרך לשינוי וחלק מהמלחמה על הבית שלנו. אני יודע שהדרך עוד ארוכה ויהיו בה בוודאי מכשולים, אולם אני מבטיח לכם שאני חדור מטרה ואעשה הכל כדי לגרום לתושבים נחת ורצון להמשיך לחיות בעיר הנפלאה הזו.  #אשדודתנצח",2018,Ashdod,FALSE,FALSE,
